name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 00:00,24.9,0,Cloudy,19.8,43,NE,1014.01,0.0,74.8,66,27.0,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 01:00,24.7,0,Cloudy,18.4,37,NE,1013.93,0.0,72.47,65,26.8,0,2
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 02:00,24.4,0,Partly cloudy,16.9,31,NNE,1013.86,0.0,70.13,64,26.5,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 03:00,24.2,0,Partly cloudy,15.5,25,NNE,1013.78,0.0,67.8,62,26.3,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 04:00,24.2,0,Partly cloudy,15.2,25,NNE,1012.85,0.12,66.37,62,26.3,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 05:00,24.1,0,Partly cloudy,15.0,26,NNE,1011.93,0.23,64.93,62,26.2,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 06:00,24.1,0,Partly cloudy,14.8,27,NNE,1011.0,0.35,63.5,61,26.2,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 07:00,25.2,1,Partly cloudy,17.2,33,NNE,1010.95,0.36,67.07,56,27.5,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 08:00,26.4,1,Partly cloudy,19.6,39,NE,1010.9,0.38,70.63,52,28.8,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 09:00,27.5,1,Partly cloudy,22.0,45,NE,1010.86,0.39,74.2,47,30.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 10:00,28.0,1,Partly cloudy,22.2,46,NE,1011.39,0.34,77.37,51,30.9,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 11:00,28.6,1,Patchy rain possible,22.4,47,NE,1011.92,0.29,80.53,54,31.8,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 12:00,29.1,1,Patchy rain possible,22.7,49,NE,1012.45,0.25,83.7,58,32.6,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 13:00,28.8,1,Patchy rain possible,22.3,49,NE,1012.6,0.17,84.83,56,32.3,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 14:00,28.4,1,Light rain shower,22.0,50,NE,1012.76,0.09,85.97,54,31.9,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 15:00,28.1,1,Light rain shower,21.6,51,NE,1012.91,0.01,87.1,53,31.6,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 16:00,27.4,1,Light rain shower,20.5,50,NE,1012.3,0.07,87.97,55,30.7,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 17:00,26.7,1,Light rain shower,19.4,49,NE,1011.69,0.13,88.83,58,29.8,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 18:00,26.0,0,Light rain shower,18.4,49,NE,1011.08,0.19,89.7,60,28.9,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 19:00,25.8,0,Light rain shower,18.5,47,NE,1011.26,0.24,89.23,64,28.6,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 20:00,25.5,0,Patchy rain possible,18.6,45,NE,1011.44,0.28,88.77,69,28.3,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 21:00,25.3,0,Patchy rain possible,18.7,43,NE,1011.63,0.33,88.3,73,28.0,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-02-26 22:00,25.2,0,Patchy rain possible,18.7,43,NE,1012.23,0.24,84.67,69,27.8,0,21
