name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 00:00,25.7,0,Cloudy,8.6,92,E,1012.83,0.01,75.5,75,28.2,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 01:00,25.6,0,Cloudy,9.8,93,E,1012.71,0.01,70.0,68,28.0,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 02:00,25.4,0,Partly cloudy,11.0,95,E,1012.58,0.01,64.5,62,27.9,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 03:00,25.3,0,Partly cloudy,12.2,97,E,1012.46,0.01,59.0,55,27.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 04:00,25.1,0,Partly cloudy,11.8,95,E,1011.61,0.01,57.57,63,27.4,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 05:00,25.0,0,Cloudy,11.3,93,E,1010.76,0.01,56.13,71,27.2,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 06:00,24.8,0,Cloudy,10.8,90,E,1009.91,0.01,54.7,78,26.9,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 07:00,25.5,1,Cloudy,10.9,94,E,1010.2,0.0,57.6,59,27.5,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 08:00,26.1,1,Sunny,11.0,97,E,1010.5,0.0,60.5,40,28.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 09:00,26.8,1,Sunny,11.2,100,E,1010.79,0.0,63.4,20,28.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 10:00,28.1,1,Sunny,9.6,100,E,1011.47,0.0,65.83,29,30.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 11:00,29.5,1,Partly cloudy,8.0,99,E,1012.16,0.0,68.27,38,32.3,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 12:00,30.8,1,Partly cloudy,6.5,98,E,1012.84,0.0,70.7,47,34.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 13:00,31.0,1,Partly cloudy,7.3,103,ESE,1012.94,0.0,71.47,42,34.4,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 14:00,31.2,1,Partly cloudy,8.2,108,ESE,1013.03,0.0,72.23,36,34.6,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 15:00,31.4,1,Partly cloudy,9.0,113,ESE,1013.13,0.0,73.0,30,34.9,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 16:00,30.3,1,Partly cloudy,10.8,104,ESE,1012.8,0.01,72.57,26,33.5,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 17:00,29.3,1,Sunny,12.6,96,E,1012.48,0.01,72.13,22,32.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 18:00,28.2,0,Clear,14.4,87,E,1012.16,0.02,71.7,18,30.6,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 19:00,27.6,0,Clear,14.4,89,E,1012.13,0.02,72.17,16,29.9,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 20:00,26.9,0,Clear,14.4,92,E,1012.11,0.02,72.63,15,29.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 21:00,26.3,0,Clear,14.4,94,E,1012.08,0.02,73.1,14,28.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 22:00,26.0,0,Clear,13.3,91,E,1012.67,0.01,71.83,36,28.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-31 23:00,25.7,0,Cloudy,12.2,88,E,1013.26,0.01,70.57,59,27.7,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 00:00,25.4,0,Cloudy,11.2,84,E,1013.85,0.01,69.3,81,27.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 01:00,25.4,0,Cloudy,11.3,82,E,1013.59,0.01,65.93,82,27.3,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 02:00,25.4,0,Cloudy,11.4,79,E,1013.34,0.02,62.57,82,27.3,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 03:00,25.4,0,Cloudy,11.5,77,ENE,1013.08,0.02,59.2,82,27.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 04:00,25.4,0,Cloudy,11.3,76,ENE,1012.16,0.02,58.67,75,27.3,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-01 05:00,25.4,0,Partly cloudy,11.0,75,ENE,1011.24,0.01,58.13,68,27.2,0,1
