name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 00:00,25.1,0,Clear,11.5,98,E,1010.98,0.03,72.0,11,27.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 01:00,24.9,0,Clear,10.2,84,E,1010.92,0.03,68.5,9,26.8,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 02:00,24.6,0,Clear,8.9,69,ENE,1010.86,0.03,65.0,7,26.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 03:00,24.4,0,Clear,7.6,55,NE,1010.81,0.04,61.5,5,26.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 04:00,24.3,0,Clear,6.2,46,NE,1009.88,0.04,60.77,10,26.2,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 05:00,24.2,0,Clear,4.9,36,NE,1008.95,0.05,60.03,15,26.2,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 06:00,24.1,0,Clear,3.6,27,NNE,1008.02,0.06,59.3,21,26.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 07:00,24.8,1,Sunny,3.7,35,NE,1007.92,0.04,60.13,24,26.8,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 08:00,25.6,1,Partly cloudy,3.8,42,NE,1007.81,0.02,60.97,27,27.4,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 09:00,26.3,1,Partly cloudy,4.0,49,NE,1007.71,0.0,61.8,30,28.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 10:00,28.1,1,Partly cloudy,3.4,47,NE,1008.44,0.0,65.77,24,30.8,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 11:00,29.9,1,Sunny,2.8,45,NE,1009.18,0.0,69.73,17,33.6,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 12:00,31.7,1,Sunny,2.2,43,NE,1009.92,0.0,73.7,11,36.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 13:00,32.3,1,Sunny,4.1,63,ENE,1009.96,0.0,74.83,10,37.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 14:00,32.8,1,Sunny,6.0,84,E,1010.0,0.0,75.97,9,37.8,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 15:00,33.4,1,Sunny,7.9,104,ESE,1010.04,0.0,77.1,7,38.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 16:00,31.5,1,Sunny,11.4,103,ESE,1009.74,0.0,77.53,8,35.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 17:00,29.5,1,Sunny,14.9,101,ESE,1009.44,0.0,77.97,9,32.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 18:00,27.6,0,Clear,18.4,100,E,1009.14,0.0,78.4,11,29.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 19:00,27.0,0,Clear,17.2,99,E,1009.17,0.0,78.67,11,28.8,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 20:00,26.3,0,Clear,16.0,98,E,1009.2,0.0,78.93,11,28.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 21:00,25.7,0,Clear,14.8,98,E,1009.23,0.0,79.2,11,27.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 22:00,25.6,0,Clear,13.3,98,E,1009.95,0.0,77.03,8,27.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-24 23:00,25.4,0,Clear,11.9,98,E,1010.67,0.0,74.87,5,27.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-25 00:00,25.3,0,Clear,10.4,98,E,1011.38,0.0,72.7,3,27.2,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-25 01:00,25.1,0,Clear,10.0,92,E,1011.19,0.0,67.8,3,27.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-25 02:00,24.8,0,Clear,9.5,86,E,1011.0,0.0,62.9,3,26.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-25 03:00,24.6,0,Clear,9.0,80,E,1010.81,0.0,58.0,3,26.5,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-01-25 04:00,24.5,0,Clear,8.5,76,ENE,1009.85,0.0,55.67,5,26.4,0,0
