name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 00:00,25.3,0,Patchy rain possible,7.6,343,NNW,1009.37,0.61,83.8,60,27.7,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 01:00,25.2,0,Patchy rain possible,8.3,344,NNW,1009.18,0.53,80.03,63,27.6,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 02:00,25.1,0,Light rain shower,9.0,344,NNW,1009.0,0.44,76.27,65,27.4,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 03:00,25.0,0,Light rain shower,9.7,345,NNW,1008.82,0.35,72.5,67,27.3,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 04:00,24.9,0,Light rain shower,9.6,233,SW,1008.22,0.36,72.27,68,27.2,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 05:00,24.8,0,Light rain shower,9.5,122,ESE,1007.62,0.37,72.03,69,27.2,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 06:00,24.7,0,Light rain shower,9.4,10,N,1007.02,0.38,71.8,71,27.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 07:00,24.8,1,Light rain shower,12.2,15,NNE,1007.01,0.47,74.67,77,27.3,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 08:00,24.9,1,Light rain,15.1,19,NNE,1007.01,0.56,77.53,82,27.6,0,61
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 09:00,25.0,1,Light rain,18.0,23,NNE,1007.01,0.65,80.4,88,27.8,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 10:00,25.3,1,Light rain,16.7,134,SE,1007.57,0.55,83.13,92,28.3,0,61
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 11:00,25.7,1,Light rain shower,15.4,246,WSW,1008.13,0.45,85.87,96,28.7,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 12:00,26.0,1,Light rain shower,14.0,357,N,1008.69,0.35,88.6,100,29.2,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 13:00,25.7,1,Light rain shower,14.8,347,NNW,1008.58,0.32,89.43,88,28.8,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 14:00,25.4,1,Moderate rain at times,15.5,336,NNW,1008.47,0.28,90.27,75,28.5,0,62
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 15:00,25.1,1,Moderate rain at times,16.2,326,NNW,1008.36,0.25,91.1,63,28.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 16:00,25.0,1,Moderate rain at times,16.0,334,NNW,1007.95,0.24,90.23,75,28.0,0,62
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 17:00,24.9,1,Moderate rain,15.7,343,NNW,1007.55,0.23,89.37,88,27.9,0,63
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 18:00,24.8,0,Moderate rain,15.5,351,N,1007.15,0.22,88.5,100,27.8,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 19:00,25.0,0,Moderate rain,19.0,246,WSW,1007.15,0.26,89.6,100,28.0,0,63
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 20:00,25.2,0,Light rain shower,22.4,141,SE,1007.16,0.3,90.7,100,28.2,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 21:00,25.4,0,Light rain shower,25.9,36,NE,1007.17,0.34,91.8,100,28.4,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 22:00,25.0,0,Light rain shower,22.2,27,NNE,1007.62,0.45,92.67,100,27.9,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-24 23:00,24.6,0,Light rain shower,18.5,18,NNE,1008.08,0.56,93.53,100,27.4,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 00:00,24.2,0,Light rain shower,14.8,9,N,1008.53,0.67,94.4,100,26.9,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 01:00,24.3,0,Light rain shower,15.0,8,N,1008.32,0.63,92.53,92,27.0,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 02:00,24.4,0,Light rain shower,15.2,7,N,1008.11,0.58,90.67,83,27.1,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 03:00,24.5,0,Light rain shower,15.5,6,N,1007.9,0.53,88.8,75,27.2,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 04:00,24.6,0,Light rain shower,15.7,7,N,1007.21,0.79,90.13,73,27.3,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 05:00,24.7,0,Cloudy,16.0,9,N,1006.52,1.05,91.47,71,27.4,0,2
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 06:00,24.8,0,Cloudy,16.2,10,N,1005.84,1.31,92.8,68,27.5,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 07:00,25.5,1,Cloudy,16.4,17,NNE,1006.02,1.1,93.37,73,28.4,0,2
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 08:00,26.1,1,Light rain shower,16.7,23,NNE,1006.2,0.9,93.93,78,29.2,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 09:00,26.8,1,Light rain shower,16.9,30,NNE,1006.38,0.69,94.5,82,30.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 10:00,27.5,1,Light rain shower,17.5,34,NE,1006.97,0.68,93.93,73,31.1,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 11:00,28.1,1,Partly cloudy,18.1,39,NE,1007.57,0.67,93.37,64,32.1,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 12:00,28.8,1,Partly cloudy,18.7,43,NE,1008.16,0.67,92.8,55,33.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 13:00,28.7,1,Partly cloudy,18.4,40,NE,1008.08,0.77,92.77,60,32.9,0,1
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 14:00,28.6,1,Light rain shower,18.0,36,NE,1008.0,0.87,92.73,65,32.7,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 15:00,28.5,1,Light rain shower,17.6,33,NNE,1007.92,0.97,92.7,70,32.5,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 16:00,27.6,1,Light rain shower,17.2,29,NNE,1007.62,0.85,92.57,65,31.4,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 17:00,26.8,1,Light rain shower,16.7,26,NNE,1007.31,0.74,92.43,59,30.2,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 18:00,25.9,0,Light rain shower,16.2,23,NNE,1007.01,0.63,92.3,54,29.1,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 19:00,25.8,0,Light rain shower,16.4,29,NNE,1007.14,0.7,92.27,64,29.0,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 20:00,25.8,0,Patchy rain possible,16.7,36,NE,1007.27,0.78,92.23,74,28.9,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 21:00,25.7,0,Patchy rain possible,16.9,43,NE,1007.41,0.86,92.2,84,28.8,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 22:00,25.5,0,Patchy rain possible,14.9,52,NE,1008.15,0.61,89.97,84,28.5,0,21
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-25 23:00,25.4,0,Cloudy,12.8,60,ENE,1008.89,0.36,87.73,85,28.3,0,2
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-26 00:00,25.2,0,Cloudy,10.8,68,ENE,1009.63,0.1,85.5,85,28.0,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-26 01:00,25.1,0,Cloudy,10.7,65,ENE,1009.39,0.08,82.7,79,27.8,0,2
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-26 02:00,25.0,0,Light rain shower,10.6,62,ENE,1009.15,0.05,79.9,73,27.7,1,80
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-26 03:00,24.9,0,Light rain shower,10.4,59,ENE,1008.91,0.02,77.1,68,27.5,0,0
Cebu,Cebu City,Philippines,123.89,10.31,2022-01-26 04:00,24.9,0,Light rain shower,10.9,67,ENE,1008.15,0.07,76.23,66,27.5,1,80
