name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 00:00,25.7,0,Partly cloudy,16.6,84,E,1014.03,0.01,75.0,37,27.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 01:00,25.7,0,Partly cloudy,15.5,84,E,1013.96,0.02,70.57,46,27.7,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 02:00,25.6,0,Cloudy,14.4,83,E,1013.88,0.04,66.13,55,27.6,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 03:00,25.6,0,Cloudy,13.3,82,E,1013.81,0.05,61.7,64,27.6,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 04:00,25.5,0,Cloudy,13.2,81,E,1012.78,0.03,60.1,60,27.5,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 05:00,25.4,0,Partly cloudy,13.1,80,E,1011.75,0.02,58.5,55,27.4,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 06:00,25.3,0,Partly cloudy,13.0,78,ENE,1010.72,0.0,56.9,51,27.3,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 07:00,26.1,1,Partly cloudy,14.3,79,E,1010.8,0.0,58.63,63,28.2,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 08:00,26.9,1,Cloudy,15.6,79,E,1010.87,0.0,60.37,75,29.1,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 09:00,27.7,1,Cloudy,16.9,79,E,1010.94,0.0,62.1,87,30.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 10:00,28.9,1,Cloudy,19.6,85,E,1011.62,0.0,65.63,77,31.6,0,2
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 11:00,30.0,1,Partly cloudy,22.2,91,E,1012.31,0.0,69.17,67,33.2,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 12:00,31.2,1,Partly cloudy,24.8,96,E,1012.99,0.0,72.7,58,34.8,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 13:00,31.1,1,Partly cloudy,25.2,96,E,1013.24,0.0,73.37,49,34.7,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 14:00,31.1,1,Partly cloudy,25.6,95,E,1013.48,0.0,74.03,39,34.5,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 15:00,31.0,1,Partly cloudy,25.9,95,E,1013.72,0.0,74.7,30,34.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 16:00,30.0,1,Partly cloudy,24.4,93,E,1013.39,0.0,74.33,27,33.1,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 17:00,29.0,1,Sunny,22.8,91,E,1013.06,0.0,73.97,25,31.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 18:00,28.0,0,Clear,21.2,89,E,1012.72,0.0,73.6,22,30.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 19:00,27.5,0,Clear,19.6,87,E,1012.72,0.0,73.77,23,29.7,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 20:00,26.9,0,Clear,17.9,85,E,1012.71,0.0,73.93,24,29.1,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 21:00,26.4,0,Clear,16.2,83,E,1012.71,0.0,74.1,25,28.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 22:00,26.1,0,Clear,17.0,83,E,1013.23,0.0,71.7,33,28.0,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-08 23:00,25.8,0,Partly cloudy,17.9,83,E,1013.76,0.0,69.3,41,27.6,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 00:00,25.5,0,Partly cloudy,18.7,84,E,1014.29,0.0,66.9,49,27.2,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 01:00,25.3,0,Partly cloudy,17.6,81,E,1013.99,0.0,63.3,49,27.0,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 02:00,25.2,0,Partly cloudy,16.6,79,E,1013.69,0.0,59.7,49,26.8,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 03:00,25.0,0,Partly cloudy,15.5,77,ENE,1013.39,0.0,56.1,50,26.6,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 04:00,24.9,0,Partly cloudy,15.0,74,ENE,1012.34,0.0,54.67,42,26.5,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 05:00,24.8,0,Partly cloudy,14.5,72,ENE,1011.29,0.0,53.23,35,26.5,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 06:00,24.7,0,Partly cloudy,14.0,70,ENE,1010.23,0.0,51.8,27,26.4,0,0
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 07:00,25.9,1,Partly cloudy,16.0,72,ENE,1010.38,0.0,53.8,23,27.5,0,1
Makati,Makati City,Philippines,121.03,14.57,2022-02-09 08:00,27.0,1,Sunny,17.9,74,ENE,1010.52,0.0,55.8,19,28.7,0,0
