name,region,country,longitude,latitude,time,temp_c,is_day,condition,wind_kph,wind_degree,wind_dir,air_pressure,precipitation,relative_humidity,cloud,feelslike_c,will_it_rain,chance_of_rain
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 00:00,25.3,0,Clear,21.2,22,NNE,1010.22,0.0,83.4,17,27.8,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 01:00,25.2,0,Clear,21.2,22,NNE,1009.96,0.0,77.27,24,27.6,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 02:00,25.1,0,Partly cloudy,21.2,23,NNE,1009.7,0.0,71.13,31,27.5,0,1
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 03:00,25.0,0,Partly cloudy,21.2,23,NNE,1009.44,0.0,65.0,38,27.3,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 04:00,24.9,0,Partly cloudy,20.9,22,NNE,1008.56,0.0,63.53,40,27.2,0,1
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 05:00,24.8,0,Partly cloudy,20.5,20,NNE,1007.69,0.0,62.07,41,27.1,0,1
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 06:00,24.7,0,Partly cloudy,20.2,19,NNE,1006.81,0.0,60.6,43,27.0,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 07:00,25.7,1,Partly cloudy,22.4,24,NNE,1006.93,0.0,61.93,50,28.2,0,1
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 08:00,26.6,1,Cloudy,24.7,28,NNE,1007.05,0.0,63.27,58,29.4,0,2
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 09:00,27.6,1,Cloudy,27.0,32,NNE,1007.18,0.0,64.6,65,30.6,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 10:00,28.6,1,Cloudy,27.1,33,NNE,1007.97,0.0,66.9,56,32.0,0,2
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 11:00,29.6,1,Partly cloudy,27.2,34,NE,1008.76,0.0,69.2,48,33.5,0,1
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 12:00,30.6,1,Partly cloudy,27.4,35,NE,1009.55,0.0,71.5,40,34.9,0,0
Iloilo,Iloilo City,Philippines,122.56,10.7,2022-02-14 13:00,30.3,1,Partly cloudy,27.5,33,NNE,1009.76,0.0,73.57,47,34.3,0,1
